City,Vehicle Type,Weather,Economic Condition,Day Of Week,Hour Of Day,Speed,Is Peak Hour,Random Event Occurred,Energy Consumption,Traffic Density
Ecoopolis,Flying Car,Electromagnetic Storm,Stable,Thursday,14,83.5299,0,0,100.2359,0.2785
Ecoopolis,Drone,Clear,Stable,Sunday,3,31.5716,0,0,15.7858,0.2549
Neuroburg,Autonomous Vehicle,Solar Flare,Booming,Sunday,2,56.7492,0,0,51.5902,0.0873
AquaCity,Car,Clear,Stable,Friday,23,50.5904,0,0,50.5904,0.6616
Neuroburg,Drone,Solar Flare,Booming,Tuesday,23,91.9922,0,0,52.2683,0.0871
Ecoopolis,Car,Rainy,Stable,Tuesday,2,25.2788,0,0,25.2788,0.3083
TechHaven,Autonomous Vehicle,Solar Flare,Stable,Tuesday,14,48.8751,0,0,44.432,0.2937
AquaCity,Autonomous Vehicle,Electromagnetic Storm,Booming,Thursday,5,59.3029,0,0,47.4423,0.5734
AquaCity,Drone,Electromagnetic Storm,Stable,Friday,21,55.5081,0,0,27.7541,0.477
Neuroburg,Drone,Snowy,Recession,Sunday,19,99.6295,0,0,59.587,0.0311
TechHaven,Autonomous Vehicle,Solar Flare,Recession,Sunday,23,78.1619,0,0,71.0563,0.0541
Ecoopolis,Autonomous Vehicle,Clear,Booming,Saturday,23,56.8957,0,0,45.5165,0.2687
Ecoopolis,Car,Electromagnetic Storm,Stable,Thursday,6,80.259,0,0,80.259,0.2518
AquaCity,Car,Clear,Stable,Thursday,3,106.1007,0,0,106.1007,0.9187
TechHaven,Autonomous Vehicle,Clear,Recession,Sunday,6,34.4665,0,0,31.3332,0.1069
AquaCity,Car,Clear,Recession,Saturday,10,37.0474,0,1,37.0474,0.2721
TechHaven,Drone,Clear,Booming,Thursday,6,84.5319,0,0,48.0295,0.3038
Ecoopolis,Drone,Snowy,Booming,Monday,8,69.12,1,0,43.3153,0.2876
MetropolisX,Autonomous Vehicle,Solar Flare,Recession,Wednesday,2,88.2797,0,0,80.2542,0.0983
AquaCity,Car,Rainy,Stable,Wednesday,14,35.7248,0,0,35.7248,0.7168
SolarisVille,Flying Car,Solar Flare,Booming,Wednesday,3,37.2985,0,0,44.7582,0.2548
AquaCity,Autonomous Vehicle,Snowy,Recession,Friday,13,30.8598,0,0,27.4309,0.1475
AquaCity,Drone,Snowy,Booming,Thursday,8,70.0858,1,0,35.0429,0.3296
MetropolisX,Autonomous Vehicle,Solar Flare,Stable,Friday,2,111.162,0,0,101.0564,0.2969
TechHaven,Autonomous Vehicle,Rainy,Booming,Sunday,4,40.2433,0,0,38.5103,0.1839
Ecoopolis,Drone,Solar Flare,Recession,Friday,9,38.0513,0,0,19.0257,0.0544
Ecoopolis,Drone,Rainy,Booming,Thursday,15,27.8051,0,1,17.3782,0.2473
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Stable,Monday,22,73.932,0,0,59.1456,0.1958
SolarisVille,Flying Car,Electromagnetic Storm,Stable,Sunday,4,69.2278,0,0,92.3037,0.869
AquaCity,Autonomous Vehicle,Rainy,Stable,Sunday,9,73.3783,0,0,58.7027,0.3727
TechHaven,Drone,Clear,Booming,Monday,6,87.1698,0,0,49.5283,0.3207
AquaCity,Drone,Rainy,Recession,Monday,10,38.2887,0,0,19.1444,0.1248
MetropolisX,Autonomous Vehicle,Solar Flare,Recession,Sunday,15,20.3105,0,0,18.4641,0.0584
TechHaven,Autonomous Vehicle,Snowy,Booming,Monday,9,36.9432,0,0,35.3524,0.1762
TechHaven,Drone,Rainy,Stable,Sunday,14,33.538,1,0,16.0469,0.1272
AquaCity,Autonomous Vehicle,Rainy,Booming,Wednesday,21,55.8467,0,0,49.6415,0.5606
AquaCity,Car,Snowy,Stable,Tuesday,15,29.11,0,1,29.11,0.8167
Ecoopolis,Autonomous Vehicle,Solar Flare,Booming,Tuesday,1,23.6958,0,0,18.9566,0.2148
Ecoopolis,Autonomous Vehicle,Clear,Stable,Thursday,7,43.1116,1,0,34.4893,0.2707
SolarisVille,Drone,Snowy,Stable,Tuesday,8,68.0182,1,0,34.0091,0.38
Ecoopolis,Drone,Solar Flare,Booming,Wednesday,15,35.8408,0,0,17.9204,0.3909
MetropolisX,Drone,Rainy,Booming,Thursday,7,84.1654,1,1,40.2705,0.4897
MetropolisX,Autonomous Vehicle,Snowy,Recession,Sunday,13,71.1436,1,0,54.464,0.1834
TechHaven,Autonomous Vehicle,Solar Flare,Stable,Sunday,19,42.0749,0,0,38.2499,0.2435
SolarisVille,Drone,Snowy,Booming,Thursday,3,82.3688,0,0,41.1844,0.2698
Neuroburg,Autonomous Vehicle,Rainy,Stable,Friday,22,98.5711,0,0,94.3264,0.0412
Neuroburg,Autonomous Vehicle,Solar Flare,Booming,Friday,22,53.6684,0,0,48.7894,0.106
MetropolisX,Drone,Electromagnetic Storm,Stable,Wednesday,4,38.5664,0,0,20.2981,0.7159
SolarisVille,Autonomous Vehicle,Electromagnetic Storm,Booming,Friday,21,62.5696,0,0,69.5218,0.7337
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Recession,Saturday,22,49.5591,0,0,47.425,0.0229
TechHaven,Drone,Solar Flare,Booming,Tuesday,16,70.8612,0,0,40.262,0.4713
MetropolisX,Drone,Rainy,Recession,Saturday,22,63.9574,0,0,38.252,0.1085
AquaCity,Autonomous Vehicle,Clear,Stable,Sunday,17,103.2745,0,0,82.6196,0.414
Ecoopolis,Autonomous Vehicle,Snowy,Recession,Thursday,7,33.5168,1,0,26.8134,0.1011
SolarisVille,Car,Snowy,Stable,Monday,3,22.9361,0,0,22.9361,0.7562
Ecoopolis,Drone,Clear,Recession,Tuesday,7,37.7255,1,0,18.8628,0.0476
Neuroburg,Autonomous Vehicle,Clear,Recession,Tuesday,18,71.5137,1,0,44.453,0.0594
AquaCity,Drone,Snowy,Booming,Tuesday,16,82.2647,0,0,41.1324,0.5477
TechHaven,Autonomous Vehicle,Solar Flare,Booming,Saturday,1,85.1874,0,0,77.4431,0.2412
MetropolisX,Autonomous Vehicle,Snowy,Booming,Wednesday,6,81.124,0,0,77.6306,0.4708
MetropolisX,Autonomous Vehicle,Rainy,Stable,Sunday,9,26.7982,0,1,25.6442,0.4346
SolarisVille,Autonomous Vehicle,Solar Flare,Booming,Tuesday,15,32.9688,0,0,26.375,0.212
AquaCity,Car,Rainy,Stable,Wednesday,10,32.1794,0,0,32.1794,0.5431
TechHaven,Autonomous Vehicle,Rainy,Stable,Saturday,16,23.3075,0,0,22.3038,0.1183
Neuroburg,Drone,Clear,Recession,Saturday,8,103.7503,0,0,58.949,0.0131
AquaCity,Flying Car,Rainy,Recession,Thursday,11,31.6439,0,0,37.9727,0.2322
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Stable,Wednesday,20,24.4816,0,0,21.7614,0.1497
TechHaven,Car,Rainy,Stable,Monday,22,52.6604,0,0,62.9909,0.235
MetropolisX,Autonomous Vehicle,Rainy,Recession,Wednesday,11,25.6507,0,0,24.5461,0.2647
AquaCity,Autonomous Vehicle,Rainy,Recession,Sunday,18,14.6432,0,0,11.7145,0.233
AquaCity,Autonomous Vehicle,Rainy,Stable,Thursday,15,12.9733,0,0,10.3786,0.6107
Neuroburg,Autonomous Vehicle,Clear,Stable,Thursday,0,42.5943,0,0,38.7221,0.1071
Neuroburg,Drone,Electromagnetic Storm,Stable,Friday,2,90.9454,0,0,54.3932,0.0922
MetropolisX,Autonomous Vehicle,Rainy,Stable,Sunday,3,49.3691,0,0,47.2432,0.6035
SolarisVille,Autonomous Vehicle,Clear,Stable,Friday,23,56.4025,0,0,45.122,0.3594
TechHaven,Autonomous Vehicle,Clear,Recession,Monday,1,58.7244,0,0,53.3858,0.1353
AquaCity,Drone,Clear,Booming,Thursday,16,39.9669,0,0,19.9834,0.7531
Ecoopolis,Car,Solar Flare,Booming,Monday,19,78.9688,0,0,78.9688,0.5166
SolarisVille,Autonomous Vehicle,Electromagnetic Storm,Stable,Friday,14,23.301,0,0,18.6408,0.2645
Ecoopolis,Autonomous Vehicle,Rainy,Stable,Wednesday,19,32.7442,0,0,29.106,0.2008
Neuroburg,Autonomous Vehicle,Rainy,Recession,Sunday,19,26.9413,0,0,25.7812,0.0096
TechHaven,Flying Car,Rainy,Stable,Tuesday,1,25.7548,0,0,36.9686,0.1996
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Booming,Saturday,2,21.0859,0,0,20.1779,0.288
Ecoopolis,Autonomous Vehicle,Snowy,Recession,Friday,2,33.95,0,0,27.16,0.0885
Neuroburg,Autonomous Vehicle,Rainy,Booming,Friday,6,36.6656,0,0,35.0867,0.1374
SolarisVille,Drone,Snowy,Recession,Saturday,13,36.3949,1,0,18.1974,0.089
TechHaven,Drone,Electromagnetic Storm,Stable,Sunday,9,69.3805,0,0,41.4955,0.1628
MetropolisX,Drone,Solar Flare,Recession,Tuesday,4,83.1354,0,0,47.236,0.248
Ecoopolis,Autonomous Vehicle,Clear,Recession,Tuesday,3,87.4552,0,0,69.9641,0.0289
Ecoopolis,Autonomous Vehicle,Rainy,Recession,Thursday,23,26.182,0,0,20.9456,0.0899
Ecoopolis,Autonomous Vehicle,Snowy,Recession,Tuesday,1,51.8319,0,0,41.4655,0.0529
MetropolisX,Autonomous Vehicle,Snowy,Booming,Friday,17,107.317,1,0,82.1566,0.4692
Ecoopolis,Autonomous Vehicle,Solar Flare,Stable,Monday,9,17.6389,0,1,14.1111,0.1973
Neuroburg,Autonomous Vehicle,Snowy,Stable,Thursday,7,21.7146,1,0,16.6236,0.0978
Neuroburg,Autonomous Vehicle,Solar Flare,Recession,Tuesday,8,139.392,1,0,102.5948,0.0298
AquaCity,Autonomous Vehicle,Snowy,Booming,Thursday,1,22.6825,0,0,18.146,0.4452
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Booming,Sunday,23,58.4466,0,0,55.9298,0.269
Neuroburg,Autonomous Vehicle,Snowy,Booming,Saturday,22,34.4008,0,0,32.9194,0.0693
AquaCity,Autonomous Vehicle,Solar Flare,Recession,Wednesday,16,35.4924,0,0,28.3939,0.2351
MetropolisX,Drone,Solar Flare,Stable,Thursday,7,42.6222,1,0,21.3111,0.6346
SolarisVille,Autonomous Vehicle,Electromagnetic Storm,Recession,Wednesday,18,91.4077,1,0,81.2513,0.0473
AquaCity,Autonomous Vehicle,Solar Flare,Stable,Sunday,6,95.3489,0,0,76.2791,0.4963
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Stable,Wednesday,1,64.4922,0,0,61.7151,0.1278
Ecoopolis,Drone,Rainy,Booming,Monday,15,79.705,0,0,39.8525,0.2349
MetropolisX,Flying Car,Clear,Stable,Monday,13,85.0347,0,1,115.9564,0.4323
AquaCity,Drone,Electromagnetic Storm,Stable,Saturday,6,45.1443,0,0,22.5721,0.6461
AquaCity,Flying Car,Electromagnetic Storm,Stable,Monday,0,30.8717,0,0,37.046,0.5176
TechHaven,Autonomous Vehicle,Rainy,Booming,Saturday,8,25.4629,0,0,24.3664,0.2665
Ecoopolis,Autonomous Vehicle,Rainy,Recession,Tuesday,1,15.7043,0,0,12.5634,0.0665
SolarisVille,Autonomous Vehicle,Snowy,Stable,Wednesday,20,56.8524,0,0,50.5354,0.3141
Neuroburg,Autonomous Vehicle,Snowy,Stable,Tuesday,20,37.1365,0,1,30.3738,0.105
MetropolisX,Drone,Clear,Booming,Sunday,23,112.4019,0,0,63.8647,0.3499
TechHaven,Autonomous Vehicle,Solar Flare,Stable,Friday,22,65.3285,0,0,59.3896,0.1711
Neuroburg,Autonomous Vehicle,Clear,Recession,Wednesday,14,110.9352,0,0,100.8502,0.0379
TechHaven,Autonomous Vehicle,Snowy,Booming,Thursday,0,32.0696,0,0,30.6887,0.3163
SolarisVille,Drone,Snowy,Booming,Friday,18,41.1734,1,0,20.5867,0.5398
SolarisVille,Flying Car,Electromagnetic Storm,Booming,Tuesday,17,74.3695,1,0,89.2434,0.5292
Neuroburg,Autonomous Vehicle,Clear,Booming,Saturday,8,113.8686,0,0,103.5169,0.089
TechHaven,Autonomous Vehicle,Clear,Stable,Monday,23,53.5004,0,0,48.6367,0.2639
MetropolisX,Car,Snowy,Booming,Thursday,22,17.618,0,0,21.0741,0.4615
SolarisVille,Drone,Electromagnetic Storm,Recession,Monday,7,49.4881,1,0,24.7441,0.2219
Ecoopolis,Autonomous Vehicle,Snowy,Recession,Monday,21,60.7803,0,1,54.0269,0.0988
Ecoopolis,Autonomous Vehicle,Rainy,Recession,Saturday,2,69.9412,0,0,55.9529,0.1376
MetropolisX,Drone,Electromagnetic Storm,Recession,Wednesday,23,23.0069,0,0,13.7601,0.1746
Ecoopolis,Autonomous Vehicle,Solar Flare,Booming,Monday,6,83.1272,0,0,66.5018,0.1216
TechHaven,Autonomous Vehicle,Snowy,Booming,Monday,4,22.9496,0,0,21.9614,0.319
SolarisVille,Autonomous Vehicle,Clear,Recession,Friday,17,49.5559,1,0,39.6447,0.1917
SolarisVille,Car,Solar Flare,Booming,Monday,21,30.6971,0,0,30.6971,0.2225
MetropolisX,Autonomous Vehicle,Solar Flare,Booming,Saturday,12,102.4502,1,0,74.5093,0.5246
MetropolisX,Autonomous Vehicle,Snowy,Booming,Saturday,4,64.0849,0,0,61.3253,0.4679
SolarisVille,Drone,Clear,Recession,Friday,19,86.4326,0,0,43.2163,0.1171
Ecoopolis,Flying Car,Snowy,Recession,Wednesday,14,26.7695,0,0,32.1234,0.0337
AquaCity,Autonomous Vehicle,Solar Flare,Recession,Friday,16,115.7034,0,0,92.5628,0.2838
TechHaven,Autonomous Vehicle,Snowy,Stable,Friday,12,79.0834,0,0,75.6779,0.1453
Neuroburg,Autonomous Vehicle,Solar Flare,Recession,Wednesday,15,65.8476,0,0,59.8614,0.0439
MetropolisX,Autonomous Vehicle,Snowy,Recession,Tuesday,10,21.4692,0,0,20.5447,0.2765
Ecoopolis,Car,Solar Flare,Stable,Wednesday,9,39.465,0,0,39.465,0.3301
Ecoopolis,Autonomous Vehicle,Clear,Booming,Friday,21,46.105,0,0,40.9822,0.3393
Ecoopolis,Drone,Solar Flare,Recession,Wednesday,15,62.0717,0,0,31.0358,0.0374
SolarisVille,Drone,Solar Flare,Booming,Thursday,17,96.0,1,0,53.5102,0.1593
SolarisVille,Autonomous Vehicle,Rainy,Booming,Sunday,9,49.957,0,0,39.9656,0.2274
Neuroburg,Autonomous Vehicle,Clear,Recession,Sunday,17,69.8175,0,0,63.4704,0.0426
Ecoopolis,Drone,Solar Flare,Recession,Thursday,16,69.2328,0,0,34.6164,0.0488
AquaCity,Autonomous Vehicle,Snowy,Recession,Wednesday,0,55.5627,0,0,44.4502,0.1292
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Stable,Sunday,18,86.1079,0,0,82.3999,0.1325
AquaCity,Car,Solar Flare,Booming,Wednesday,6,70.493,0,0,70.493,0.7504
MetropolisX,Car,Snowy,Recession,Tuesday,3,102.055,0,0,122.0754,0.136
MetropolisX,Autonomous Vehicle,Snowy,Booming,Friday,17,39.7839,1,0,30.4566,0.6114
AquaCity,Flying Car,Rainy,Stable,Thursday,9,16.9946,0,0,20.3935,0.763
Neuroburg,Autonomous Vehicle,Solar Flare,Stable,Friday,14,113.7972,0,0,103.452,0.101
MetropolisX,Autonomous Vehicle,Snowy,Booming,Wednesday,11,48.6894,0,0,46.5928,0.3948
TechHaven,Drone,Solar Flare,Stable,Wednesday,8,94.9156,1,1,43.1435,0.3126
Ecoopolis,Autonomous Vehicle,Rainy,Stable,Thursday,23,78.4151,0,0,62.7321,0.1731
AquaCity,Autonomous Vehicle,Rainy,Booming,Saturday,23,34.1637,0,0,27.331,0.3155
Ecoopolis,Autonomous Vehicle,Clear,Booming,Tuesday,9,76.4453,0,0,61.1563,0.2073
SolarisVille,Autonomous Vehicle,Clear,Booming,Saturday,8,41.9263,0,0,33.541,0.5146
AquaCity,Drone,Rainy,Recession,Tuesday,12,79.4093,0,0,39.7046,0.2608
Ecoopolis,Drone,Rainy,Stable,Thursday,18,28.9094,1,0,14.4547,0.1485
SolarisVille,Autonomous Vehicle,Clear,Recession,Sunday,9,20.7295,0,0,16.5836,0.1233
MetropolisX,Autonomous Vehicle,Snowy,Recession,Wednesday,4,53.2387,0,0,50.9461,0.1549
MetropolisX,Drone,Solar Flare,Stable,Monday,1,42.6704,0,0,29.6322,1.0249
TechHaven,Autonomous Vehicle,Snowy,Recession,Friday,22,50.8691,0,0,48.6786,0.0314
MetropolisX,Autonomous Vehicle,Clear,Stable,Monday,11,65.3477,0,0,59.407,0.5202
AquaCity,Drone,Clear,Stable,Tuesday,19,38.582,0,0,21.4344,0.4158
TechHaven,Autonomous Vehicle,Rainy,Recession,Wednesday,21,29.7901,0,0,26.3956,0.0994
SolarisVille,Autonomous Vehicle,Solar Flare,Recession,Monday,11,67.6039,0,0,54.0831,0.0965
MetropolisX,Autonomous Vehicle,Clear,Booming,Saturday,7,68.9629,0,0,62.6936,0.3451
MetropolisX,Autonomous Vehicle,Electromagnetic Storm,Booming,Friday,7,71.4783,1,0,54.7202,0.4005
MetropolisX,Drone,Solar Flare,Booming,Saturday,10,79.6599,0,0,39.83,0.8686
AquaCity,Drone,Snowy,Booming,Tuesday,6,16.6138,0,0,8.3069,0.886
MetropolisX,Autonomous Vehicle,Snowy,Booming,Monday,21,63.4201,0,0,53.9459,0.8433
MetropolisX,Autonomous Vehicle,Snowy,Stable,Thursday,5,58.7594,0,0,56.2291,0.4772
TechHaven,Drone,Electromagnetic Storm,Stable,Tuesday,16,17.0264,0,0,10.1833,0.1752
TechHaven,Autonomous Vehicle,Rainy,Recession,Friday,19,19.3,0,0,17.1008,0.0672
SolarisVille,Autonomous Vehicle,Clear,Recession,Wednesday,12,77.1582,0,0,61.7266,0.1597
AquaCity,Flying Car,Snowy,Stable,Tuesday,12,44.2852,0,0,53.1422,0.8482
Ecoopolis,Autonomous Vehicle,Solar Flare,Booming,Tuesday,7,46.9008,1,0,37.5206,0.3184
Ecoopolis,Drone,Solar Flare,Recession,Wednesday,15,24.8355,0,0,12.4178,0.1199
MetropolisX,Drone,Electromagnetic Storm,Recession,Monday,22,55.022,0,0,32.9079,0.1425
MetropolisX,Autonomous Vehicle,Solar Flare,Stable,Friday,15,81.7352,0,0,74.3047,0.3709
MetropolisX,Autonomous Vehicle,Snowy,Stable,Saturday,19,43.1552,0,0,41.2969,0.6243
SolarisVille,Drone,Snowy,Stable,Wednesday,0,52.7515,0,0,26.3757,0.3905
AquaCity,Autonomous Vehicle,Rainy,Booming,Saturday,7,21.7934,0,0,17.4347,0.2822
SolarisVille,Flying Car,Rainy,Recession,Thursday,13,28.6532,0,0,34.3838,0.2388
SolarisVille,Autonomous Vehicle,Rainy,Recession,Monday,8,57.8104,1,0,46.2483,0.1264
Neuroburg,Autonomous Vehicle,Snowy,Booming,Thursday,7,95.5077,1,0,73.1159,0.0865
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Booming,Sunday,17,87.2989,0,0,69.8391,0.3325
MetropolisX,Drone,Clear,Booming,Thursday,5,90.6583,0,0,45.3291,0.7327
AquaCity,Autonomous Vehicle,Electromagnetic Storm,Recession,Wednesday,6,80.3146,0,0,64.2517,0.2405
Ecoopolis,Autonomous Vehicle,Solar Flare,Recession,Sunday,8,35.2204,0,0,28.1763,0.0847
MetropolisX,Drone,Clear,Booming,Thursday,9,72.328,0,0,36.164,0.7819
SolarisVille,Autonomous Vehicle,Rainy,Stable,Monday,20,40.1634,0,0,35.7008,0.3778
Ecoopolis,Autonomous Vehicle,Clear,Stable,Saturday,13,66.5869,1,0,53.2695,0.2359
AquaCity,Autonomous Vehicle,Clear,Recession,Tuesday,12,76.8032,0,0,61.4426,0.0675
AquaCity,Drone,Electromagnetic Storm,Booming,Friday,13,108.0,0,0,57.642,0.4112
MetropolisX,Drone,Solar Flare,Stable,Tuesday,3,66.1757,0,0,37.5998,0.567
SolarisVille,Autonomous Vehicle,Electromagnetic Storm,Stable,Sunday,8,32.0347,0,0,25.6278,0.3249
TechHaven,Autonomous Vehicle,Rainy,Booming,Sunday,1,77.8109,0,0,74.4602,0.1868
TechHaven,Autonomous Vehicle,Snowy,Stable,Wednesday,15,73.4167,0,0,70.2552,0.2295
TechHaven,Autonomous Vehicle,Snowy,Stable,Monday,17,44.6402,1,0,34.1743,0.1849
SolarisVille,Autonomous Vehicle,Snowy,Booming,Sunday,4,54.0236,0,0,43.2189,0.7086
Neuroburg,Autonomous Vehicle,Solar Flare,Stable,Thursday,16,49.245,0,0,44.7682,0.2228
TechHaven,Autonomous Vehicle,Snowy,Booming,Wednesday,20,45.819,0,0,40.5981,0.1727
Neuroburg,Autonomous Vehicle,Solar Flare,Recession,Thursday,9,44.0385,0,0,44.4833,0.0543
AquaCity,Autonomous Vehicle,Rainy,Booming,Saturday,7,47.2418,0,0,37.7935,0.3101
SolarisVille,Autonomous Vehicle,Snowy,Stable,Thursday,0,39.1789,0,0,31.3431,0.3745
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Recession,Monday,6,70.373,0,0,67.3426,0.0598
Neuroburg,Drone,Solar Flare,Stable,Monday,14,39.5366,0,0,22.464,0.09
Neuroburg,Autonomous Vehicle,Snowy,Recession,Friday,15,58.5172,0,0,55.9974,0.009
TechHaven,Autonomous Vehicle,Solar Flare,Recession,Wednesday,22,34.2446,0,1,31.1314,0.1041
Neuroburg,Autonomous Vehicle,Rainy,Recession,Thursday,10,58.3847,0,0,55.8705,0.0179
Neuroburg,Autonomous Vehicle,Rainy,Recession,Thursday,2,42.2596,0,1,40.4398,0.0224
MetropolisX,Autonomous Vehicle,Snowy,Recession,Tuesday,6,51.9711,0,0,49.7331,0.2121
AquaCity,Car,Electromagnetic Storm,Recession,Thursday,8,59.0627,1,0,59.0627,0.2182
AquaCity,Drone,Snowy,Stable,Saturday,15,67.2426,0,0,33.6213,0.3659
AquaCity,Autonomous Vehicle,Solar Flare,Recession,Monday,16,25.131,0,0,20.1048,0.1059
AquaCity,Autonomous Vehicle,Solar Flare,Recession,Saturday,1,46.1003,0,0,36.8802,0.2263
SolarisVille,Autonomous Vehicle,Rainy,Recession,Wednesday,15,60.8964,0,0,48.7172,0.1077
TechHaven,Autonomous Vehicle,Rainy,Booming,Saturday,3,32.7793,0,0,31.3677,0.4153
MetropolisX,Autonomous Vehicle,Snowy,Recession,Tuesday,18,74.2086,1,0,57.3842,0.2724
Ecoopolis,Car,Solar Flare,Recession,Sunday,18,35.6755,0,0,35.6755,0.0638
AquaCity,Autonomous Vehicle,Clear,Booming,Tuesday,21,19.3622,0,0,17.2108,0.3686
SolarisVille,Drone,Solar Flare,Stable,Thursday,6,43.149,0,0,21.5745,0.243
Neuroburg,Autonomous Vehicle,Snowy,Booming,Sunday,23,62.1522,0,0,59.4758,0.0494
AquaCity,Autonomous Vehicle,Rainy,Booming,Tuesday,3,27.9134,0,0,22.3307,0.4815
Ecoopolis,Autonomous Vehicle,Clear,Booming,Monday,1,23.188,0,0,18.5504,0.2032
Ecoopolis,Flying Car,Snowy,Stable,Wednesday,1,40.1843,0,0,48.2212,0.2473
Ecoopolis,Drone,Electromagnetic Storm,Booming,Thursday,4,65.451,0,0,40.9069,0.5033
Neuroburg,Drone,Electromagnetic Storm,Booming,Saturday,12,68.3855,1,0,32.7203,0.1052
SolarisVille,Autonomous Vehicle,Snowy,Booming,Thursday,12,54.8144,0,0,43.8515,0.3797
AquaCity,Autonomous Vehicle,Snowy,Booming,Wednesday,5,60.0962,0,0,48.077,0.603
AquaCity,Car,Solar Flare,Recession,Sunday,17,61.4038,0,0,61.4038,0.2269
MetropolisX,Drone,Solar Flare,Recession,Wednesday,3,33.3605,0,0,30.087,0.286
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Booming,Wednesday,1,75.6948,0,0,72.4352,0.1201
MetropolisX,Autonomous Vehicle,Electromagnetic Storm,Stable,Monday,22,26.9991,0,0,25.8365,0.6231
SolarisVille,Drone,Rainy,Stable,Friday,10,30.6691,0,0,15.3345,0.7039
SolarisVille,Autonomous Vehicle,Snowy,Recession,Saturday,15,20.9022,0,0,16.7218,0.1456
MetropolisX,Autonomous Vehicle,Rainy,Recession,Thursday,20,60.5759,0,0,58.5529,0.5855
TechHaven,Autonomous Vehicle,Rainy,Recession,Tuesday,6,57.4557,0,0,54.9816,0.1252
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Recession,Tuesday,5,41.0399,0,0,39.2726,0.0356
Ecoopolis,Autonomous Vehicle,Clear,Booming,Sunday,3,64.5996,0,0,51.6797,0.1542
MetropolisX,Autonomous Vehicle,Solar Flare,Booming,Tuesday,2,107.8698,0,0,98.0635,0.4828
Ecoopolis,Flying Car,Solar Flare,Booming,Wednesday,3,96.0,0,0,124.1901,0.4284
SolarisVille,Autonomous Vehicle,Solar Flare,Booming,Monday,10,83.2173,0,0,66.5739,0.1989
Ecoopolis,Autonomous Vehicle,Solar Flare,Booming,Sunday,1,96.0,0,0,78.9483,0.1661
Ecoopolis,Autonomous Vehicle,Rainy,Recession,Monday,22,86.4067,0,0,69.1253,0.1326
SolarisVille,Autonomous Vehicle,Snowy,Booming,Tuesday,21,85.3667,0,0,75.8815,0.3642
AquaCity,Drone,Clear,Stable,Friday,8,86.4,1,0,46.7505,0.7682
Neuroburg,Autonomous Vehicle,Clear,Recession,Tuesday,13,95.9505,0,0,87.2277,0.0465
SolarisVille,Drone,Solar Flare,Stable,Monday,9,91.5064,0,0,50.8369,0.1503
SolarisVille,Autonomous Vehicle,Snowy,Booming,Monday,10,49.9884,0,0,39.9907,0.3544
MetropolisX,Autonomous Vehicle,Solar Flare,Recession,Friday,18,25.0123,1,0,29.1659,0.2064
AquaCity,Autonomous Vehicle,Snowy,Booming,Monday,18,30.6557,1,0,34.0619,0.3814
SolarisVille,Drone,Rainy,Booming,Thursday,21,38.8325,0,0,19.4163,0.5642
Neuroburg,Drone,Solar Flare,Stable,Friday,5,98.5649,0,0,56.0028,0.1078
Ecoopolis,Autonomous Vehicle,Solar Flare,Booming,Tuesday,4,91.8523,0,0,73.4818,0.2135
MetropolisX,Autonomous Vehicle,Snowy,Recession,Monday,4,89.1442,0,1,85.3054,0.2859
Ecoopolis,Autonomous Vehicle,Clear,Stable,Saturday,4,36.7629,0,0,29.4103,0.174
AquaCity,Flying Car,Rainy,Booming,Wednesday,11,17.6325,0,1,21.1591,0.7997
Ecoopolis,Autonomous Vehicle,Clear,Recession,Monday,14,57.8896,0,0,46.3117,0.04
AquaCity,Autonomous Vehicle,Snowy,Recession,Friday,1,40.6359,0,0,32.5087,0.2627
AquaCity,Autonomous Vehicle,Clear,Stable,Saturday,20,89.1017,0,0,71.2814,0.5244
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Booming,Sunday,2,76.2501,0,0,61.0001,0.3322
Neuroburg,Autonomous Vehicle,Snowy,Recession,Tuesday,4,72.24,0,0,69.1292,0.0178
Ecoopolis,Autonomous Vehicle,Rainy,Recession,Sunday,22,65.087,0,0,52.0696,0.1661
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Stable,Friday,6,21.19,0,0,20.2776,0.1001
Neuroburg,Drone,Snowy,Recession,Sunday,13,38.1953,1,1,18.2752,0.0358
TechHaven,Autonomous Vehicle,Clear,Recession,Thursday,0,97.0848,0,0,88.2589,0.1487
SolarisVille,Autonomous Vehicle,Clear,Stable,Tuesday,17,62.7896,1,0,50.2317,0.2628
Neuroburg,Autonomous Vehicle,Snowy,Recession,Tuesday,11,45.0634,0,0,47.9143,0.0222
TechHaven,Drone,Rainy,Booming,Thursday,17,61.9994,1,0,29.6648,0.2157
MetropolisX,Autonomous Vehicle,Snowy,Stable,Sunday,12,102.7479,1,0,78.6587,0.4522
